arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count
ARR0020018,31/08/2026,mandi_014,Maize,Local,186.61,Qtl,98
ARR0013998,25-May-26,MANDI-050,Cotton,,"36,857.0 KG",,113
ARR0017435,07.06.2026,MANDI010,Ganna,Hybrid,460.38,qtl,67
ARR0008783,17.03.2026,mandi_023,Maize,HD-2967,38992,kg,48
ARR0008712,25.03.2026,MANDI040,Sarson,HD-2967,41456,KG,88
ARR0003381,5/3/2026,mandi_028,mustard,Local,"16,213.999999999998 KG",,86
ARR0003677,13.07.2026,mandi_005,Sarso,Premium,42285,kg,24
ARR0005777,3/12/2026,MANDI015,Kanak,Pusa-1121,34.292,MT,84
ARR0024579,6/9/2026,37,WHEAT,Premium,19.806,tonnes,114
ARR0006574,16/08/2026,M055,GEHUN,PBW-343,32201,KGS,91
ARR0021564,25.04.2026,MANDI-033,मक्का,,11140,KGS,81
ARR0001608,11/7/2026,MANDI048,सरसों,Premium,22.302,T,72
ARR0019995,6/5/2026,MANDI022,mustard,Local,289.56,qtl,NA
ARR0020046,15-May-26,MANDI033,wheat,Pusa-1121,268.07 qtl,,7
ARR0023020,28.07.2026,mandi_040,cotton,Hybrid,388.15,qtl,143
ARR0003596,7/10/2026,MANDI043,Sarso,Pusa-1121,28.86,quintal,20
ARR0015884,2/20/2026,MANDI005,Chawal,Pusa-1121,32784,Kilo,103
ARR0017176,3/19/2026,mandi_027,Maize,PBW-343,"2,427.0 KG",,NA
ARR0008985,5/31/2026,MANDI009,sugarcane,Pusa-1121,"45,481.0 KG",,141
ARR0019441,3/6/2026,M049,Chawal,PBW-343,14.528,Tonnes,39
ARR0015523,9/5/2026,MANDI006,Kanak,Pusa-1121,274.06,quintal,45
ARR0001981,15.07.2026,MANDI036,Narma,PBW-343,4146,Kilo,128
ARR0011426,5/5/2026,MANDI044,Chawal,,-218.56,Qtl,27
ARR0019983,2/22/2026,MANDI057,Narma,Hybrid,131.1,Qtl,NA
ARR0017318,12.06.2026,28,Sugarcane,HD-2967,11.453,T,NA
ARR0012156,1/3/2026,MANDI056,WHEAT,Pusa-1121,"24,954.0 KG",,29
ARR0012858,15/04/2026,M047,Sarson,Local,287.89,Q,13
ARR0007425,3/26/2026,mandi_031,Ganne,Hybrid,68.54,Q,130
,3/28/2026,MANDI-056,cotton,Pusa-1121,308.21,Qtl,144
ARR0001683,25/08/2026,mandi047,Gehun,Pusa-1121,339.78 qtl,,21
,4/27/2026,MANDI032,cotton,HD-2967,1.165,Tonnes,145
ARR0020564,21.03.2026,MANDI-034,Makka,Local,-41.83,Qtl,35
ARR0016336,6/24/2026,mandi_026,corn,,-144.06,KG,120
ARR0006447,2/23/2026,MANDI002,sugarcane,Hybrid,25845,kg,7
ARR0020501,2/4/2026,MANDI017,कपास,PBW-343,11178,KGS,15
ARR0000989,26-May-26,mandi001,Narma,,88.07,Q,67
ARR0015084,1/28/2026,mandi_037,Maize,Hybrid,41922,kg,33
ARR0011646,10-May-26,mandi_001,corn,,40.408,T,NA
ARR0019281,04.06.2026,MANDI049,Dhaan,Pusa-1121,228.85,Qtl,146
ARR0020163,24/06/2026,MANDI-035,Narma,Premium,31.906,Tonnes,37
ARR0022043,5/11/2026,MANDI016,Narma,Pusa-1121,16774,Kgs,69
ARR0011723,4/18/2026,mandi_025,Corn,PBW-343,46.06,Q,17
ARR0003094,18.05.2026,mandi034,Makka,Hybrid,30.375,Tonnes,145
ARR0019540,22.03.2026,MANDI052,wheat,Hybrid,86.03,Qtl,82
ARR0013262,17.05.2026,MANDI-055,Paddy,PBW-343,-64.11,KG,134
ARR0013999,29.04.2026,mandi_039,Corn,,499.32,Q,125
ARR0018208,1/2/2026,MANDI027,Rice,Pusa-1121,30.66,T,11
ARR0007842,3/2/2026,MANDI002,Ganna,Hybrid,45.62 qtl,,28
ARR0017483,03.08.2026,mandi044,सरसों,Local,10152,Kilo,49
ARR0010397,5/17/2026,mandi052,sugarcane,Pusa-1121,36,Tonnes,7
ARR0002845,4/13/2026,M050,Wheat,Hybrid,223.82,Q,61
ARR0009079,25.01.2026,MANDI007,मक्का,Local,-74.26,Qtl,NA
ARR0003343,6/23/2026,mandi025,Sarson,Hybrid,24.308,T,NA
ARR0016423,1/22/2026,MANDI005,Paddy,HD-2967,447.89 qtl,,15
ARR0006541,30.08.2026,mandi027,Mustard,Local,21242,kg,NA
ARR0013339,27/05/2026,M056,Cotton,Premium,160.83,quintal,51
ARR0014289,15.01.2026,MANDI027,Mustard,HD-2967,28940,kg,8
ARR0003357,13-Apr-26,MANDI-022,corn,Pusa-1121,26227,kg,105
ARR0013026,4/5/2026,MANDI025,Kapas,Hybrid,-176.09,Qtl,97
ARR0011746,6/6/2026,MANDI006,WHEAT,,400.94,qtl,10
ARR0011802,5/23/2026,16,चावल,Hybrid,308.78,quintal,87
ARR0014415,29/07/2026,MANDI-021,Narma,Hybrid,65.56,quintal,140
ARR0007814,7/19/2026,MANDI001,मक्का,Pusa-1121,339.43,Quintals,NA
ARR0004597,7/26/2026,mandi048,Cotton,PBW-343,-226.53,KG,123
ARR0021511,4/20/2026,MANDI001,Sarso,,36957,KG,126
ARR0002429,6/15/2026,MANDI-046,गेहूं,Pusa-1121,43357,Kilo,92
ARR0021428,7/28/2026,MANDI050,mustard,Local,279.7,Qtl,NA
ARR0021731,16.02.2026,MANDI025,गेहूं,Local,218.94,quintal,118
ARR0011940,05.05.2026,mandi_043,मक्का,Premium,"35,715.0 KG",,36
ARR0021196,8/12/2026,26,Paddy,Local,334.79 qtl,,48
ARR0017071,01.07.2026,MANDI041,Makka,Pusa-1121,43197,Kilo,33
ARR0004800,4-Mar-26,mandi014,कपास,Premium,46.802,MT,134
ARR0023822,31/01/2026,M003,Kapas,Pusa-1121,90.93,qtl,42
ARR0002354,23/02/2026,MANDI-055,Chawal,Premium,19928,kg,5
ARR0022738,7/4/2026,mandi010,Sarson,,"28,664.0 KG",,47
ARR0016379,9-Mar-26,mandi022,Makka,PBW-343,465.82,quintal,74
ARR0011384,3/31/2026,mandi056,Maize,Hybrid,303.4,Qtl,132
ARR0020954,22-Aug-26,MANDI025,Makki,Pusa-1121,31.692,T,123
ARR0019137,21.04.2026,MANDI-044,mustard,Local,19.716,tonnes,99
ARR0009078,08.06.2026,mandi_013,cotton,HD-2967,121,qtl,129
ARR0008074,1/18/2026,mandi_034,Sarso,PBW-343,144.07,quintal,NA
ARR0014860,3/9/2026,mandi_042,गन्ना,Hybrid,15.32,tonnes,NA
ARR0017425,1-May-26,MANDI004,चावल,Local,9872,KGS,14
ARR0014379,1/5/2026,MANDI018,Sugarcane,HD-2967,37.36,Quintals,63
ARR0007492,5/14/2026,MANDI042,कपास,Premium,26.916,MT,73
ARR0017650,8/1/2026,MANDI044,सरसों,,45342,KG,29
ARR0012772,8/4/2026,mandi_008,cotton,Hybrid,6126,Kilo,123
ARR0024823,4/13/2026,MANDI-012,corn,Pusa-1121,-71.99,Qtl,61
ARR0007060,17/07/2026,mandi_042,Sarson,HD-2967,234.19,Qtl,124
ARR0013508,5/12/2026,MANDI047,cotton,HD-2967,"20,789.0 KG",,65
ARR0016662,4/6/2026,MANDI024,Sarson,Local,"47,291.0 KG",,NA
ARR0005085,8/10/2026,M028,गन्ना,PBW-343,49541,KGS,63
ARR0002383,14-May-26,MANDI055,धान,PBW-343,19720,Kilo,143
ARR0000572,4/7/2026,mandi_033,Sarson,HD-2967,485.14 qtl,,39
ARR0001436,12-Mar-26,mandi037,Kanak,HD-2967,312.58,qtl,55
ARR0013282,7/18/2026,M046,गेहूं,,-439.8,Qtl,54
ARR0009440,6-Sep-26,MANDI027,Corn,HD-2967,20212,KG,126
ARR0021737,9/4/2026,mandi054,Sugarcane,Hybrid,23.413,tonnes,44
ARR0011719,4/6/2026,MANDI008,Gehun,Hybrid,39.453,Tonnes,56
ARR0014750,4/30/2026,M009,Kapas,Hybrid,5869,Kgs,81
,5/27/2026,mandi_039,Basmati,,"14,875.0 KG",,137
ARR0005446,6/29/2026,mandi018,Kapas,Pusa-1121,37388,KGS,NA
ARR0001008,2/2/2026,MANDI-053,सरसों,PBW-343,49259,Kgs,95
ARR0004544,3/17/2026,mandi_001,WHEAT,PBW-343,348.55,qtl,29
ARR0012988,17.04.2026,mandi014,Ganne,PBW-343,"19,199.0 KG",,138
ARR0007010,03.06.2026,MANDI-001,कपास,HD-2967,451.94,Quintals,140
ARR0002065,28.05.2026,MANDI046,cotton,HD-2967,348.66 qtl,,146
ARR0001137,8/26/2026,MANDI023,Sugarcane,,26.999,Tonnes,89
ARR0009883,4/8/2026,mandi037,कपास,Local,164.27 qtl,,85
ARR0021728,24.06.2026,MANDI-049,cotton,HD-2967,461.86,quintal,116
ARR0010178,2/21/2026,MANDI048,WHEAT,PBW-343,393.79,qtl,30
ARR0000295,3/2/2026,MANDI012,Kapas,Local,"42,742.0 KG",,145
ARR0016078,6/8/2026,MANDI008,wheat,Hybrid,7763,Kgs,110
ARR0018788,16.05.2026,MANDI042,Wheat,,29.016,Tonnes,117
ARR0003999,6/27/2026,25,Wheat,Local,345.8,qtl,NA
ARR0009767,8/6/2026,M016,धान,Pusa-1121,84.38,Q,60
ARR0003742,5/22/2026,MANDI046,Sarson,Hybrid,-359.37,Qtl,57
ARR0011701,1/1/2026,mandi057,कपास,Hybrid,12337,Kgs,75
ARR0024762,2/21/2026,MANDI036,WHEAT,Premium,"14,597.0 KG",,31
ARR0002720,30/03/2026,MANDI-045,Ganna,,13601,Kilo,111
ARR0024734,6/20/2026,MANDI-012,Kapas,Premium,14.006,MT,109
ARR0012714,4/6/2026,mandi_029,cotton,HD-2967,26044,Kgs,NA
ARR0014871,8-Jan-26,mandi_004,GEHUN,Hybrid,19.295,tonnes,121
ARR0021535,8/16/2026,mandi_001,गन्ना,Premium,433.99,Q,70
ARR0016371,31/07/2026,MANDI-013,गन्ना,PBW-343,403.89,Qtl,11
ARR0002809,7/9/2026,MANDI-002,Maize,,173.06,quintal,139
ARR0009018,10.05.2026,mandi_024,Mustard,PBW-343,454.49,Q,132
ARR0016941,8/30/2026,MANDI043,सरसों,Pusa-1121,28077,kg,41
ARR0016107,25-Jun-26,MANDI030,कपास,Premium,217.28,qtl,79
ARR0022535,2/2/2026,mandi044,कपास,HD-2967,466.49 qtl,,5
ARR0021180,19/07/2026,mandi006,Cotton,PBW-343,15031,Kilo,NA
ARR0002470,10-Jul-26,MANDI034,Gehun,Hybrid,21824,KG,68
ARR0003739,28/06/2026,mandi_045,सरसों,Hybrid,421.07 qtl,,9
ARR0020671,14.01.2026,MANDI036,गन्ना,,43.739,Tonnes,52
ARR0013482,13-Feb-26,MANDI027,Kapas,PBW-343,38534,Kilo,91
ARR0018989,20.03.2026,MANDI004,Sarson,Premium,11474,Kgs,52
ARR0000363,2/8/2026,mandi_050,Makka,,40.4,MT,NA
ARR0006925,5/25/2026,MANDI052,Makka,HD-2967,26.142,tonnes,NA
ARR0018089,2/9/2026,22,Corn,,89.37 qtl,,78
ARR0014689,29/06/2026,MANDI052,Mustard,Hybrid,250.08 qtl,,64
ARR0002140,1/9/2026,MANDI021,गन्ना,HD-2967,-91.53,KG,NA
ARR0019624,8/26/2026,MANDI052,Sugarcane,Premium,49947,KGS,40
ARR0018768,2/27/2026,MANDI043,Ganna,Local,487.94,Quintals,NA
ARR0007315,7/12/2026,M035,गेहूं,PBW-343,281.57,qtl,NA
ARR0020696,1-Jun-26,MANDI008,धान,Premium,"4,036.9999999999995 KG",,109
ARR0001313,26.03.2026,mandi_057,Gehun,Hybrid,27.94,Q,NA
ARR0020315,1/9/2026,MANDI034,कपास,Local,29255,Kilo,89
,17-Jul-26,MANDI027,गेहूं,Pusa-1121,247.56,qtl,32
ARR0011304,1-Feb-26,MANDI-034,धान,,40.892,T,98
ARR0001592,13/02/2026,M029,Paddy,Premium,"1,664.0 KG",,36
ARR0024981,31/08/2026,mandi_019,Rice,HD-2967,46.716,tonnes,70
ARR0018547,22/05/2026,mandi_031,Wheat,,205.49,quintal,105
ARR0002397,5/27/2026,MANDI038,Rice,,38.803,Tonnes,43
ARR0016702,2/23/2026,MANDI052,मक्का,Pusa-1121,17859,kg,9
,2/10/2026,MANDI023,धान,PBW-343,230.46,Quintals,144
ARR0009517,27.06.2026,M004,Wheat,Premium,18778,kg,127
ARR0005234,7/30/2026,mandi056,Rice,Pusa-1121,65.56,Q,NA
ARR0024327,24-Aug-26,MANDI023,गेहूं,Premium,364.96 qtl,,141
ARR0021453,1/1/2026,MANDI043,sugarcane,HD-2967,"14,099.0 KG",,117
ARR0020421,4/23/2026,44,Dhaan,HD-2967,263.33 qtl,,70
ARR0008988,7/30/2026,MANDI019,Sugarcane,PBW-343,293.02 qtl,,NA
ARR0003021,02.06.2026,MANDI013,कपास,Local,9721,Kgs,62
ARR0009904,4/29/2026,mandi_032,GEHUN,Hybrid,10.984,MT,112
ARR0008229,6/22/2026,MANDI019,गन्ना,Hybrid,267.83,quintal,20
ARR0009106,31/03/2026,MANDI038,कपास,Local,444.2 qtl,,98
ARR0013914,7/30/2026,MANDI043,corn,Hybrid,471.99 qtl,,49
ARR0005296,1/4/2026,MANDI-023,Sarso,Premium,104.95,Quintals,28
ARR0003973,27/05/2026,MANDI-046,चावल,HD-2967,247.73,Qtl,NA
ARR0021755,2-Jan-26,MANDI044,कपास,,41.303,Tonnes,99
ARR0014664,15/06/2026,MANDI-018,Kapas,PBW-343,386.41,quintal,124
ARR0004134,4/30/2026,MANDI022,Sarson,Local,-192.91,Qtl,49
ARR0000975,11/6/2026,MANDI015,Mustard,Premium,338.12,Q,134
ARR0007292,21.03.2026,MANDI-051,कपास,Premium,47.934,T,NA
ARR0015586,9/3/2026,MANDI-029,Maize,PBW-343,276.99,quintal,45
ARR0017339,20-Apr-26,MANDI049,wheat,,143.53 qtl,,NA
ARR0009753,1/30/2026,MANDI034,Ganna,Premium,389.16,Q,97
ARR0013775,3/2/2026,MANDI017,Narma,PBW-343,170.4,Q,119
ARR0023266,30/08/2026,M020,Maize,Pusa-1121,11816,Kilo,NA
ARR0005017,2/5/2026,MANDI002,Corn,Premium,141.06,Q,79
ARR0017603,03.04.2026,mandi_054,Dhaan,Local,28.607,tonnes,6
ARR0010875,5/24/2026,mandi015,Sarso,Hybrid,184.42 qtl,,39
ARR0023875,4/20/2026,mandi_052,सरसों,HD-2967,274.57,quintal,65
ARR0013240,1/10/2026,mandi_031,mustard,HD-2967,"27,333.999999999996 KG",,24
ARR0018025,26/01/2026,MANDI038,Narma,Premium,93.12,quintal,NA
ARR0017675,9/7/2026,MANDI028,GEHUN,Hybrid,460.3,qtl,45
ARR0011874,19-Jul-26,MANDI-023,cotton,Pusa-1121,"47,604.0 KG",,110
ARR0017765,26-Jul-26,mandi_056,Chawal,Local,285.63,quintal,86
ARR0001934,5/1/2026,MANDI030,Chawal,Local,447.21 qtl,,68
ARR0004676,16.07.2026,MANDI021,Paddy,HD-2967,15139,kg,27
ARR0010223,1/24/2026,MANDI016,धान,,18372,Kgs,NA
ARR0000893,2/3/2026,MANDI030,Kanak,HD-2967,31.827,tonnes,23
ARR0007288,7/7/2026,24,कपास,Pusa-1121,353.32 qtl,,76
ARR0021261,4/5/2026,MANDI051,सरसों,HD-2967,30272,KG,105
ARR0007907,27-Mar-26,mandi_021,Ganna,Premium,25.98,tonnes,144
ARR0014552,18/05/2026,MANDI-057,sugarcane,Premium,48.886,Tonnes,NA
ARR0023697,22.06.2026,mandi051,Maize,Pusa-1121,19418,Kgs,52
ARR0018851,4/24/2026,M013,WHEAT,Premium,196.81 qtl,,9
ARR0007658,30-Jan-26,MANDI-004,मक्का,HD-2967,"34,874.0 KG",,86
ARR0010107,1/17/2026,mandi052,Corn,,38.87,qtl,NA
ARR0018298,9/4/2026,MANDI-024,corn,,245.64,qtl,143
ARR0011363,11/1/2026,MANDI-046,Mustard,,30.663,tonnes,70
ARR0013833,18-May-26,MANDI-012,Cotton,Hybrid,28330,kg,18
ARR0019121,17.04.2026,MANDI021,Basmati,Local,18.029,T,12
,19.02.2026,MANDI033,Sarson,,304.79,quintal,121
ARR0007215,24-Mar-26,MANDI055,Corn,HD-2967,418.81,Q,40
ARR0008246,6/13/2026,mandi_006,Makka,Hybrid,465.11,Quintals,137
ARR0018181,20.04.2026,mandi_015,Basmati,,225.94 qtl,,59
ARR0015877,7/21/2026,mandi_030,GEHUN,HD-2967,17.158,T,36
ARR0020230,17-Aug-26,mandi044,Basmati,Local,42282,Kgs,44
ARR0014200,27/07/2026,MANDI024,Ganne,Hybrid,267.33,Q,NA
ARR0022787,23/06/2026,MANDI044,wheat,HD-2967,36.588,tonnes,NA
ARR0010746,2-May-26,M014,गेहूं,Local,390.32 qtl,,134
ARR0017321,8-Jun-26,mandi_030,sugarcane,Local,7404,Kgs,58
ARR0018650,4/4/2026,MANDI018,Kanak,Pusa-1121,22.68 qtl,,105
ARR0017209,06.04.2026,MANDI052,Kapas,Hybrid,80.34,Quintals,61
ARR0007275,8/13/2026,mandi_030,cotton,PBW-343,13.18,T,125
ARR0011594,21/03/2026,MANDI-002,Cotton,Local,199.41,quintal,114
ARR0001390,8/24/2026,mandi_036,Sarson,PBW-343,122.6 qtl,,38
ARR0003565,10.08.2026,MANDI015,Makki,HD-2967,431.7,qtl,132
ARR0009077,28.08.2026,8,Corn,Premium,22.52,Q,31
ARR0005430,15.02.2026,M013,Mustard,Pusa-1121,45577,KGS,88
ARR0017549,5/10/2026,MANDI-041,चावल,Pusa-1121,44.423,MT,59
ARR0016221,12-Feb-26,MANDI-053,Wheat,,11.264,T,70
ARR0022075,1/26/2026,M044,WHEAT,Hybrid,226.79,qtl,24
,13.02.2026,MANDI030,गेहूं,PBW-343,441.45,Q,6
ARR0015513,29/05/2026,MANDI019,Sugarcane,,-99.27,Qtl,72
ARR0014562,1-Jan-26,47,Makka,Hybrid,10222,KGS,109
ARR0001869,29.08.2026,MANDI032,Rice,Pusa-1121,88.56 qtl,,NA
ARR0008203,1/3/2026,MANDI034,गन्ना,Premium,16595,kg,55
ARR0023871,8/17/2026,MANDI045,Paddy,Local,42412,kg,113
ARR0000807,7/20/2026,MANDI050,Ganna,PBW-343,"32,918.0 KG",,115
ARR0004806,1-Aug-26,MANDI051,Sugarcane,PBW-343,9.067,MT,128
ARR0024231,16/03/2026,M043,Rice,HD-2967,216.41,Q,138
ARR0012261,4/1/2026,mandi_043,Maize,,42028,Kilo,127
ARR0024662,13-Apr-26,MANDI035,mustard,PBW-343,49.539,tonnes,83
ARR0019783,1/17/2026,MANDI017,Sarso,Premium,367.72,quintal,21
ARR0010427,27/02/2026,MANDI054,sugarcane,,298.23 qtl,,133
ARR0009156,1/19/2026,MANDI020,Sugarcane,,48948,Kgs,133
ARR0023896,2/1/2026,MANDI002,Mustard,Pusa-1121,26.775,tonnes,50
ARR0015153,27.04.2026,M053,Ganna,HD-2967,1443,Kilo,146
ARR0004495,6/10/2026,MANDI013,Ganne,PBW-343,37.871,tonnes,53
ARR0002633,10-Feb-26,mandi_034,Kapas,HD-2967,24.357,Tonnes,122
ARR0014287,5/13/2026,MANDI049,Sarson,,26257,kg,17
ARR0007833,22.08.2026,52,Wheat,Pusa-1121,4470,KG,43
ARR0020773,7/7/2026,mandi_053,Ganne,Local,45784,KG,NA
ARR0014270,9-Feb-26,MANDI041,corn,Premium,44.665,Tonnes,NA
ARR0000146,25.01.2026,M048,WHEAT,Local,238.04,Q,80
ARR0022852,3/9/2026,MANDI009,Rice,Pusa-1121,262.87,Q,114
ARR0002034,04.08.2026,mandi_018,Kapas,Hybrid,24.923,Tonnes,75
ARR0001166,5/2/2026,mandi_012,WHEAT,Premium,198.23,Quintals,NA
ARR0011693,3/5/2026,MANDI022,Makki,PBW-343,332.89 qtl,,76
ARR0002051,1/15/2026,MANDI037,Corn,Pusa-1121,-123.73,Qtl,NA
ARR0020145,10/1/2026,MANDI010,GEHUN,,359.88,Qtl,72
ARR0010817,5/12/2026,3,Paddy,HD-2967,"26,233.0 KG",,109
ARR0012677,4/16/2026,MANDI-040,Sarso,Hybrid,22043,KG,11
ARR0020820,4/21/2026,MANDI-009,धान,Local,267.09,Quintals,39
ARR0003431,8/20/2026,MANDI005,Sarso,PBW-343,493.15,Q,NA
ARR0024144,27.03.2026,mandi_010,Maize,PBW-343,27.864,tonnes,50
ARR0007070,7/21/2026,MANDI052,Paddy,,389.98,qtl,48
ARR0004362,28.03.2026,mandi028,Mustard,,225.47,Q,31
ARR0010617,11.08.2026,MANDI001,Wheat,Local,148.2,Q,114
ARR0018156,23.01.2026,MANDI-008,Sugarcane,Local,42.332,T,NA
ARR0019896,17-Mar-26,MANDI043,मक्का,Premium,31352,KG,NA
ARR0000272,5/5/2026,MANDI040,Rice,PBW-343,36.343,T,53
ARR0012985,1/8/2026,mandi028,Sarso,Premium,463.69,qtl,NA
ARR0008437,22-Mar-26,mandi_028,cotton,Hybrid,256.17,quintal,117
ARR0018417,19-Jun-26,mandi025,Basmati,Local,41811,kg,66
ARR0012317,3/21/2026,MANDI-017,paddy,HD-2967,"39,280.0 KG",,136
ARR0001148,5/4/2026,MANDI052,Ganna,Local,448.95,qtl,65
ARR0009006,5/19/2026,MANDI009,धान,Hybrid,42678,Kilo,81
ARR0021135,21/05/2026,mandi036,Cotton,Hybrid,45367,kg,6
ARR0003811,1/17/2026,MANDI014,कपास,PBW-343,19301,Kgs,NA
ARR0013920,29/08/2026,M012,Mustard,Premium,"46,124.0 KG",,75
ARR0015776,6/14/2026,MANDI038,Paddy,Hybrid,1108,KGS,72
ARR0009997,8/20/2026,mandi_011,paddy,Hybrid,146.49,Qtl,81
ARR0004347,7/4/2026,mandi055,Corn,PBW-343,"6,330.0 KG",,101
ARR0000546,30/08/2026,mandi_002,Gehun,PBW-343,38.248,MT,92
ARR0019626,25-Feb-26,MANDI-017,Kanak,Local,469.05,Qtl,57
ARR0008503,27-Mar-26,MANDI-013,चावल,Premium,"8,319.0 KG",,38
ARR0011714,8/12/2026,MANDI007,WHEAT,Hybrid,-36.76,Qtl,139
ARR0015230,9/8/2026,mandi020,paddy,Pusa-1121,49538,Kgs,94
ARR0009324,5/19/2026,MANDI036,कपास,Pusa-1121,46076,KG,141
ARR0013738,2-Jul-26,MANDI005,गन्ना,Hybrid,45497,Kilo,75
ARR0015521,21/03/2026,MANDI032,कपास,Premium,339.94 qtl,,125
ARR0007565,02.03.2026,M035,Sarso,,12525,kg,42
ARR0017305,2/28/2026,MANDI006,Wheat,Hybrid,440.21,Q,135
ARR0015318,1/19/2026,mandi008,wheat,PBW-343,8994,KG,74
ARR0024620,2/7/2026,mandi_034,mustard,PBW-343,469.6,qtl,39
ARR0011780,2/17/2026,MANDI008,paddy,Pusa-1121,14675,Kgs,39
ARR0006641,8/29/2026,MANDI006,सरसों,Local,"37,730.0 KG",,58
ARR0024079,26.01.2026,MANDI-005,Maize,Pusa-1121,139.11 qtl,,135
ARR0008231,2/27/2026,MANDI027,Gehun,HD-2967,45.971,Tonnes,64
ARR0012652,7/2/2026,17,Rice,,45.32,Tonnes,13
ARR0023511,7/29/2026,mandi051,Kapas,,26111,Kgs,NA
ARR0020663,6/22/2026,MANDI041,कपास,Local,159.95,qtl,NA
ARR0002984,7/4/2026,MANDI046,Gehun,,130.41,quintal,80
ARR0016515,23.01.2026,MANDI030,Sarson,Premium,8.666,T,121
ARR0013410,14/02/2026,MANDI-047,Sarso,Local,34382,KG,9
ARR0002668,6/3/2026,mandi_039,Ganne,Premium,422.18,qtl,137
ARR0023523,07.01.2026,mandi012,गन्ना,Pusa-1121,372.18,qtl,94
ARR0019608,18/05/2026,MANDI026,गेहूं,,30823,Kgs,9
ARR0009375,3/27/2026,54,GEHUN,Hybrid,4.571,MT,82
ARR0024078,4/3/2026,MANDI053,cotton,Local,28.72,Qtl,84
ARR0021777,6/16/2026,mandi_039,गेहूं,PBW-343,29496,Kilo,25
ARR0000615,3-Sep-26,MANDI-024,Sarson,Pusa-1121,-439.15,KG,93
ARR0019946,24.07.2026,mandi_048,गेहूं,PBW-343,46102,kg,NA
ARR0017851,26/07/2026,MANDI047,sugarcane,HD-2967,28536,KGS,114
ARR0004498,6/16/2026,MANDI056,कपास,Hybrid,217.48 qtl,,67
ARR0019427,1/28/2026,mandi050,Makki,Pusa-1121,480.37,Qtl,65
ARR0018804,05.08.2026,MANDI038,Mustard,Local,300.92 qtl,,85
ARR0021470,7/26/2026,MANDI-021,Sarson,HD-2967,104.69 qtl,,73
ARR0003295,6/9/2026,MANDI037,Rice,HD-2967,"12,684.0 KG",,129
ARR0006738,15.06.2026,51,Makka,Pusa-1121,43.133,T,125
ARR0001501,3/22/2026,mandi009,mustard,PBW-343,15.38,tonnes,48
ARR0009019,21/06/2026,mandi029,गेहूं,,34950,KG,27
ARR0017906,7-Jun-26,MANDI-007,Cotton,Local,47097,Kgs,64
ARR0024619,18.05.2026,M038,Sugarcane,Premium,307.07 qtl,,117
ARR0015024,1/15/2026,MANDI018,गेहूं,PBW-343,32956,Kgs,31
,29/05/2026,M053,Sarso,PBW-343,208.54,qtl,108
ARR0004233,16.05.2026,MANDI010,Makki,Premium,38713,KGS,87
ARR0024071,4/29/2026,MANDI-048,Cotton,Local,22400,KGS,6
ARR0008821,2/8/2026,MANDI-012,Sarso,PBW-343,431.27,Qtl,NA
ARR0004431,11-Aug-26,MANDI038,Chawal,Hybrid,11643,KGS,19
ARR0012046,14/01/2026,MANDI016,paddy,,40543,Kilo,NA
ARR0016775,9-Apr-26,MANDI-035,Sarson,Local,-184.46,KG,100
ARR0010281,22-Aug-26,MANDI046,मक्का,Pusa-1121,43.11,T,25
ARR0023509,3/10/2026,mandi034,Narma,,47164,KGS,143
ARR0022298,8/4/2026,MANDI-021,sugarcane,Premium,130.42 qtl,,145
ARR0012183,3/7/2026,MANDI-020,WHEAT,Premium,27.166,tonnes,98
ARR0008593,8/7/2026,MANDI045,paddy,Hybrid,18.35,Qtl,19
ARR0004807,9-Jul-26,MANDI-018,Makki,Local,348.49,quintal,41
ARR0024404,10/1/2026,MANDI024,sugarcane,Pusa-1121,26.757,tonnes,134
ARR0013850,4/4/2026,MANDI-021,Sugarcane,Local,-184.52,KG,98
ARR0020378,22.07.2026,M019,गेहूं,Hybrid,12.621,MT,NA
ARR0011919,18-Feb-26,MANDI-032,सरसों,Local,78.53,Qtl,99
ARR0021772,9/3/2026,M004,Maize,Pusa-1121,5.018,tonnes,107
ARR0022994,2/24/2026,41,mustard,Pusa-1121,"43,971.0 KG",,106
ARR0015897,8/27/2026,mandi_049,चावल,,-291.54,Qtl,88
ARR0005320,27/01/2026,MANDI020,सरसों,PBW-343,9.242,tonnes,41
ARR0007120,1/2/2026,mandi049,Sarso,PBW-343,-404.48,Qtl,81
ARR0002422,13-Jul-26,M004,सरसों,PBW-343,47.38 qtl,,126
ARR0021989,3/9/2026,mandi_031,Corn,,-164.77,Qtl,75
ARR0001751,4/4/2026,15,गन्ना,Hybrid,325.19,quintal,144
ARR0011345,08.01.2026,MANDI-022,Makki,HD-2967,254.7,Q,113
ARR0019093,2/12/2026,MANDI012,Sarso,HD-2967,34382,KGS,41
ARR0012255,4/23/2026,mandi010,Paddy,Hybrid,14.114,tonnes,144
ARR0001835,16.08.2026,29,Rice,Local,"10,172.0 KG",,73
ARR0000339,7/7/2026,MANDI051,Dhaan,HD-2967,41.688,tonnes,22
ARR0011856,3/15/2026,M010,Makka,HD-2967,2285,Kgs,56
ARR0001342,30-Jun-26,2,Sarson,Hybrid,4.015,Tonnes,60
ARR0007118,2/25/2026,MANDI-008,Basmati,Hybrid,465.07,quintal,89
ARR0003641,28/08/2026,mandi013,Basmati,Pusa-1121,41.881,MT,112
