Arrival_ID,Date,Mandi_ID,Crop_Name,Variety,Arrival_Quantity_Quintals,Arrival_Quantity_Mt,Arrival_Quantity_Kg,Reported_Quantity,Reported_Unit,Farmer_Count,Is_Arrival_ID_Imputed,Is_Quantity_Negative_Flag
ARR0011637,25/02/2026,MANDI044,Mustard,Hybrid,313.07,31.307,31307.0,313.07,Quintal,118,False,False
ARR0007871,06/07/2026,MANDI044,Cotton,Premium,274.36,27.436,27436.0,27436.0,Kilogram,129,False,False
ARR0007147,28/08/2026,MANDI044,Rice,Local,11.86,1.186,1186.0,1.186,Metric Tonne,63,False,False
ARR0016838,21/08/2026,MANDI044,Cotton,HD-2967,202.75,20.275,20275.0,20.275,Metric Tonne,,False,False
ARR0018837,27/03/2026,MANDI044,Maize,,215.87,21.587,21587.0,215.87,Quintal,145,False,False
ARR0006006,26/05/2026,MANDI044,Paddy,HD-2967,58.52,5.852,5852.0,58.52,Quintal,138,False,False
ARR0010335,05/09/2026,MANDI044,Sugarcane,Premium,71.68,7.168,7168.0,71.68,Quintal,,False,False
ARR0017664,11/02/2026,MANDI044,Cotton,,251.95,25.195,25195.0,251.95,Quintal,145,False,False
ARR0005776,26/01/2026,MANDI044,Cotton,,35.2,3.52,3520.0,3520.0,Kilogram,9,False,False
ARR0007866,24/03/2026,MANDI044,Rice,PBW-343,205.99,20.599,20599.0,20599.0,Kilogram,,False,False
ARR0023231,27/04/2026,MANDI044,Maize,PBW-343,379.06,37.906,37906.0,37906.0,Kilogram,68,False,False
ARR0002523,29/01/2026,MANDI044,Paddy,HD-2967,118.19,11.819,11819.0,11819.0,Kilogram,,False,False
ARR0009274,10/07/2026,MANDI044,Sugarcane,Local,128.21,12.821,12821.0,12821.0,Kilogram,78,False,False
ARR0009897,16/05/2026,MANDI044,Sugarcane,Pusa-1121,29.35,2.935,2935.0,2.935,Metric Tonne,124,False,False
ARR0000033,07/08/2026,MANDI044,Wheat,HD-2967,497.02,49.702,49702.0,497.02,Quintal,118,False,False
ARR0002681,18/02/2026,MANDI044,Rice,Hybrid,301.02,30.102,30102.0,30102.0,Kilogram,126,False,False
ARR0007626,03/04/2026,MANDI044,Maize,Pusa-1121,394.19,39.419,39419.0,39.419,Metric Tonne,73,False,False
ARR0014570,31/07/2026,MANDI044,Sugarcane,Hybrid,128.17,12.817,12817.0,12816.999999999998,Kilogram,56,False,False
ARR0020500,23/01/2026,MANDI044,Sugarcane,Pusa-1121,229.5,22.95,22950.0,22950.0,Kilogram,,False,False
ARR0022408,17/06/2026,MANDI044,Cotton,,399.68,39.968,39968.0,39968.0,Kilogram,7,False,False
ARR0000626,25/05/2026,MANDI044,Maize,Premium,158.6,15.86,15860.0,15860.0,Kilogram,130,False,False
ARR0000653,22/01/2026,MANDI044,Sugarcane,PBW-343,316.83,31.683,31683.0,316.83,Quintal,64,False,False
ARR0014580,13/03/2026,MANDI044,Mustard,Local,260.24,26.024,26024.0,26024.0,Kilogram,8,False,False
ARR0009098,05/05/2026,MANDI044,Cotton,Hybrid,28.08,2.808,2808.0,28.08,Quintal,38,False,False
ARR0015828,24/02/2026,MANDI044,Wheat,HD-2967,80.24,8.024,8024.0,8023.999999999999,Kilogram,,False,False
ARR0010472,30/01/2026,MANDI044,Basmati Rice,Local,58.45,5.845,5845.0,58.45,Quintal,23,False,False
ARR0003782,14/05/2026,MANDI044,Wheat,Local,1.4748,0.1475,147.48,147.48,Kilogram,106,False,True
ARR0006570,29/04/2026,MANDI044,Wheat,PBW-343,323.08,32.308,32308.0,32308.0,Kilogram,137,False,False
ARR0011021,27/04/2026,MANDI044,Cotton,PBW-343,317.4,31.74,31740.0,317.4,Quintal,88,False,False
ARR0012350,24/07/2026,MANDI044,Wheat,,463.83,46.383,46383.0,46.383,Metric Tonne,132,False,False
ARR0015842,24/03/2026,MANDI044,Cotton,Local,156.43,15.643,15643.0,156.43,Quintal,92,False,False
ARR0005748,30/07/2026,MANDI044,Rice,Hybrid,497.5,49.75,49750.0,49750.0,Kilogram,116,False,False
ARR0012828,01/03/2026,MANDI044,Mustard,Premium,216.32,21.632,21632.0,21632.0,Kilogram,111,False,False
ARR0014768,18/04/2026,MANDI044,Maize,Hybrid,403.9,40.39,40390.0,40390.0,Kilogram,116,False,False
ARR0019984,08/03/2026,MANDI044,Wheat,Hybrid,217.4,21.74,21740.0,217.4,Quintal,62,False,False
ARR0021312,01/01/2026,MANDI044,Paddy,,399.74,39.974,39974.0,39.974,Metric Tonne,,False,False
ARR0017033,01/03/2026,MANDI044,Cotton,HD-2967,278.9,27.89,27890.0,27890.0,Kilogram,,False,False
ARR_IMP00219,31/01/2026,MANDI044,Sugarcane,HD-2967,454.39,45.439,45439.0,454.39,Quintal,63,True,False
ARR0004074,11/05/2026,MANDI044,Mustard,,207.71,20.771,20771.0,20771.0,Kilogram,119,False,False
ARR0021014,09/02/2026,MANDI044,Mustard,Hybrid,1.854,0.1854,185.4,185.4,Kilogram,,False,True
ARR0004349,13/07/2026,MANDI044,Mustard,Pusa-1121,364.86,36.486,36486.0,36.486,Metric Tonne,68,False,False
ARR0002250,20/08/2026,MANDI044,Sugarcane,PBW-343,211.16,21.116,21116.0,21116.0,Kilogram,18,False,False
ARR0006438,23/03/2026,MANDI044,Wheat,,444.92,44.492,44492.0,44492.0,Kilogram,138,False,False
ARR0023257,30/06/2026,MANDI044,Wheat,Pusa-1121,279.76,27.976,27976.0,279.76,Quintal,79,False,False
ARR0018313,08/03/2026,MANDI044,Cotton,HD-2967,449.06,44.906,44906.0,449.06,Quintal,59,False,False
ARR0004356,03/03/2026,MANDI044,Maize,,270.11,27.011,27011.0,270.11,Quintal,,False,False
ARR0002227,16/05/2026,MANDI044,Mustard,Local,43.72,4.372,4372.0,4.372,Metric Tonne,145,False,False
ARR0022352,11/07/2026,MANDI044,Mustard,HD-2967,238.78,23.878,23878.0,23.878,Metric Tonne,84,False,False
ARR0018947,18/07/2026,MANDI044,Basmati Rice,PBW-343,155.78,15.578,15578.0,155.78,Quintal,109,False,False
ARR0000535,26/01/2026,MANDI044,Mustard,Pusa-1121,15.03,1.503,1503.0,15.03,Quintal,28,False,False
ARR0009726,23/03/2026,MANDI044,Rice,Premium,437.06,43.706,43706.0,437.06,Quintal,74,False,False
ARR0012901,28/02/2026,MANDI044,Cotton,,384.79,38.479,38479.0,384.79,Quintal,114,False,False
ARR0024817,05/12/2026,MANDI044,Mustard,,283.71,28.371,28371.0,28.371,Metric Tonne,106,False,False
ARR0019351,11/03/2026,MANDI044,Wheat,Local,109.69,10.969,10969.0,10.969,Metric Tonne,20,False,False
ARR0002771,03/05/2026,MANDI044,Maize,Pusa-1121,376.45,37.645,37645.0,376.45,Quintal,52,False,False
ARR0010888,21/03/2026,MANDI044,Cotton,Pusa-1121,460.35,46.035,46035.0,46035.0,Kilogram,6,False,False
ARR0009400,09/02/2026,MANDI044,Maize,Hybrid,275.12,27.512,27512.0,27.512,Metric Tonne,23,False,False
ARR0017436,01/09/2026,MANDI044,Wheat,Local,483.16,48.316,48316.0,48316.0,Kilogram,119,False,False
ARR0002522,11/04/2026,MANDI044,Mustard,HD-2967,264.92,26.492,26492.0,264.92,Quintal,34,False,False
ARR0021597,02/06/2026,MANDI044,Maize,,473.98,47.398,47398.0,473.98,Quintal,60,False,False
ARR0001917,05/01/2026,MANDI044,Wheat,,131.06,13.106,13106.0,13106.0,Kilogram,88,False,False
ARR0002264,02/05/2026,MANDI044,Wheat,,56.13,5.613,5613.0,5613.0,Kilogram,44,False,False
ARR_IMP00091,11/03/2026,MANDI044,Mustard,Local,120.32,12.032,12032.0,120.32,Quintal,64,True,False
ARR0013260,21/01/2026,MANDI044,Rice,Hybrid,478.73,47.873,47873.0,47873.0,Kilogram,,False,False
ARR0018955,26/08/2026,MANDI044,Sugarcane,Hybrid,419.23,41.923,41923.0,41923.0,Kilogram,69,False,False
ARR0023421,07/03/2026,MANDI044,Maize,PBW-343,331.98,33.198,33198.0,33198.0,Kilogram,106,False,False
ARR0005913,21/05/2026,MANDI044,Sugarcane,HD-2967,283.19,28.319,28319.0,28319.0,Kilogram,19,False,False
ARR0008481,22/04/2026,MANDI044,Maize,Hybrid,331.58,33.158,33158.0,33.158,Metric Tonne,107,False,False
ARR0009246,23/02/2026,MANDI044,Sugarcane,HD-2967,345.43,34.543,34543.0,34543.0,Kilogram,27,False,False
ARR0024850,19/01/2026,MANDI044,Mustard,Hybrid,379.18,37.918,37918.0,379.18,Quintal,90,False,False
ARR0017536,19/02/2026,MANDI044,Mustard,Pusa-1121,4.8218,0.4822,482.18,482.18,Kilogram,12,False,True
ARR0017211,01/06/2026,MANDI044,Wheat,PBW-343,73.94,7.394,7394.0,7394.0,Kilogram,121,False,False
ARR0017606,01/02/2026,MANDI044,Maize,,465.96,46.596,46596.0,465.96,Quintal,30,False,False
ARR0011115,14/03/2026,MANDI044,Cotton,,82.0,8.2,8200.0,8.2,Metric Tonne,90,False,False
ARR0003577,13/01/2026,MANDI044,Maize,Premium,35.77,3.577,3577.0,3577.0000000000005,Kilogram,109,False,False
ARR0018871,24/04/2026,MANDI044,Mustard,HD-2967,168.8,16.88,16880.0,168.8,Quintal,30,False,False
ARR0024098,12/03/2026,MANDI044,Cotton,Premium,311.71,31.171,31171.0,31170.999999999996,Kilogram,137,False,False
ARR0019620,05/06/2026,MANDI044,Mustard,Premium,357.61,35.761,35761.0,35761.0,Kilogram,127,False,False
ARR0022950,20/05/2026,MANDI044,Sugarcane,,375.51,37.551,37551.0,375.51,Quintal,129,False,False
ARR0008982,02/11/2026,MANDI044,Sugarcane,Local,341.73,34.173,34173.0,341.73,Quintal,84,False,False
ARR0010654,24/04/2026,MANDI044,Wheat,,141.46,14.146,14146.0,14.146,Metric Tonne,59,False,False
ARR0003679,07/02/2026,MANDI044,Mustard,HD-2967,156.9,15.69,15690.0,15.69,Metric Tonne,85,False,False
ARR0002683,16/04/2026,MANDI044,Cotton,Pusa-1121,294.18,29.418,29418.0,294.18,Quintal,,False,False
ARR0020946,20/05/2026,MANDI044,Mustard,Premium,251.53,25.153,25153.0,25153.0,Kilogram,,False,False
ARR0011507,29/04/2026,MANDI044,Cotton,Premium,362.26,36.226,36226.0,36226.0,Kilogram,25,False,False
ARR0017129,20/08/2026,MANDI044,Paddy,Pusa-1121,183.68,18.368,18368.0,18368.0,Kilogram,15,False,False
ARR0004695,07/11/2026,MANDI044,Cotton,,11.5,1.15,1150.0,1150.0,Kilogram,80,False,False
ARR0022539,21/01/2026,MANDI044,Wheat,Local,337.49,33.749,33749.0,33749.0,Kilogram,132,False,False
ARR0003141,06/07/2026,MANDI044,Paddy,Premium,373.97,37.397,37397.0,37397.0,Kilogram,8,False,False
ARR0013875,18/05/2026,MANDI044,Rice,Local,287.68,28.768,28768.0,28768.0,Kilogram,11,False,False
ARR0017350,02/05/2026,MANDI044,Cotton,Local,337.18,33.718,33718.0,337.18,Quintal,,False,False
ARR0016232,14/06/2026,MANDI044,Cotton,,142.52,14.252,14252.0,142.52,Quintal,150,False,False
ARR0012291,01/03/2026,MANDI044,Sugarcane,Pusa-1121,330.88,33.088,33088.0,33088.0,Kilogram,43,False,False
ARR0015174,13/05/2026,MANDI044,Wheat,Pusa-1121,232.72,23.272,23272.0,23.272,Metric Tonne,27,False,False
ARR0005026,17/01/2026,MANDI044,Sugarcane,,455.62,45.562,45562.0,45562.0,Kilogram,,False,False
ARR0024477,04/03/2026,MANDI044,Paddy,Premium,14.11,1.411,1411.0,14.11,Quintal,83,False,False
ARR0014923,01/10/2026,MANDI044,Sugarcane,,288.76,28.876,28876.0,28876.0,Kilogram,136,False,False
ARR0004930,16/01/2026,MANDI044,Sugarcane,Premium,105.74,10.574,10574.0,105.74,Quintal,144,False,False
ARR0020251,17/06/2026,MANDI044,Mustard,Local,245.06,24.506,24506.0,24.506,Metric Tonne,43,False,False
ARR0023355,07/02/2026,MANDI044,Wheat,Hybrid,446.65,44.665,44665.0,44.665,Metric Tonne,83,False,False
ARR0005894,31/01/2026,MANDI044,Maize,Premium,422.08,42.208,42208.0,422.08,Quintal,98,False,False
ARR0004801,17/02/2026,MANDI044,Maize,HD-2967,437.16,43.716,43716.0,43716.0,Kilogram,13,False,False
ARR0009752,14/08/2026,MANDI044,Wheat,Local,422.42,42.242,42242.0,42242.0,Kilogram,129,False,False
ARR0001157,14/07/2026,MANDI044,Cotton,HD-2967,163.6,16.36,16360.0,163.6,Quintal,88,False,True
ARR_IMP00246,16/02/2026,MANDI044,Sugarcane,,358.04,35.804,35804.0,35804.0,Kilogram,132,True,False
ARR0020939,17/07/2026,MANDI044,Cotton,Premium,430.83,43.083,43083.0,430.83,Quintal,82,False,False
ARR0022691,17/02/2026,MANDI044,Mustard,,483.42,48.342,48342.0,48342.0,Kilogram,,False,False
ARR0005278,05/02/2026,MANDI044,Rice,,199.23,19.923,19923.0,19923.0,Kilogram,27,False,False
ARR0009024,24/07/2026,MANDI044,Wheat,,269.46,26.946,26946.0,26946.0,Kilogram,58,False,False
ARR0022013,20/05/2026,MANDI044,Sugarcane,PBW-343,215.35,21.535,21535.0,21.535,Metric Tonne,72,False,False
ARR0008119,18/05/2026,MANDI044,Wheat,,305.93,30.593,30593.0,305.93,Quintal,,False,False
ARR0002004,07/08/2026,MANDI044,Cotton,Pusa-1121,315.2,31.52,31520.0,31.52,Metric Tonne,,False,False
ARR0017111,07/05/2026,MANDI044,Wheat,HD-2967,296.7,29.67,29670.0,296.7,Quintal,89,False,False
ARR0011453,10/03/2026,MANDI044,Maize,HD-2967,128.85,12.885,12885.0,128.85,Quintal,21,False,False
ARR0015894,09/04/2026,MANDI044,Mustard,Pusa-1121,360.81,36.081,36081.0,360.81,Quintal,128,False,False
ARR0019835,10/02/2026,MANDI044,Maize,PBW-343,34.28,3.428,3428.0,3428.0,Kilogram,120,False,False
ARR0017818,31/03/2026,MANDI044,Wheat,PBW-343,278.99,27.899,27899.0,278.99,Quintal,130,False,False
ARR0018658,25/05/2026,MANDI044,Mustard,HD-2967,381.9,38.19,38190.0,381.9,Quintal,25,False,False
ARR0006527,04/09/2026,MANDI044,Cotton,Pusa-1121,193.3,19.33,19330.0,193.3,Quintal,31,False,False
ARR0020607,15/06/2026,MANDI044,Paddy,,410.44,41.044,41044.0,410.44,Quintal,11,False,True
ARR0016442,25/04/2026,MANDI044,Maize,Hybrid,180.58,18.058,18058.0,18058.0,Kilogram,104,False,False
ARR0016039,08/07/2026,MANDI044,Paddy,Hybrid,83.98,8.398,8398.0,83.98,Quintal,60,False,True
ARR0003836,13/06/2026,MANDI044,Wheat,,308.92,30.892,30892.0,30892.0,Kilogram,105,False,False
ARR0012316,19/06/2026,MANDI044,Cotton,HD-2967,483.68,48.368,48368.0,48368.0,Kilogram,80,False,False
ARR0017856,18/06/2026,MANDI044,Maize,Local,403.1,40.31,40310.0,403.1,Quintal,81,False,False
ARR0012551,20/04/2026,MANDI044,Sugarcane,Hybrid,392.96,39.296,39296.0,392.96,Quintal,94,False,False
ARR0011730,08/01/2026,MANDI044,Cotton,Premium,198.77,19.877,19877.0,19877.0,Kilogram,118,False,False
ARR0010886,27/04/2026,MANDI044,Cotton,HD-2967,362.35,36.235,36235.0,362.35,Quintal,63,False,False
ARR0024326,26/06/2026,MANDI044,Mustard,Pusa-1121,289.74,28.974,28974.0,289.74,Quintal,96,False,False
ARR0014241,12/07/2026,MANDI044,Cotton,Local,267.48,26.748,26748.0,26748.0,Kilogram,49,False,False
ARR0000029,16/04/2026,MANDI044,Maize,Hybrid,122.96,12.296,12296.0,12.296,Metric Tonne,128,False,False
ARR0023344,11/01/2026,MANDI044,Wheat,Premium,303.42,30.342,30342.0,30.342,Metric Tonne,114,False,False
ARR0009678,09/07/2026,MANDI044,Sugarcane,PBW-343,48.33,4.833,4833.0,48.33,Quintal,117,False,False
ARR0011676,04/10/2026,MANDI044,Mustard,HD-2967,340.9,34.09,34090.0,340.9,Quintal,,False,False
ARR0003917,19/08/2026,MANDI044,Rice,Pusa-1121,334.48,33.448,33448.0,33448.0,Kilogram,56,False,False
ARR0013388,28/01/2026,MANDI044,Wheat,Hybrid,164.27,16.427,16427.0,16.427,Metric Tonne,122,False,False
ARR0004117,14/06/2026,MANDI044,Maize,,100.61,10.061,10061.0,100.61,Quintal,40,False,False
ARR0004577,26/07/2026,MANDI044,Sugarcane,Hybrid,460.13,46.013,46013.0,46013.0,Kilogram,76,False,False
ARR0004476,12/07/2026,MANDI044,Wheat,PBW-343,268.58,26.858,26858.0,26858.0,Kilogram,31,False,False
ARR0006016,07/03/2026,MANDI044,Paddy,Premium,354.94,35.494,35494.0,354.94,Quintal,140,False,False
ARR0006787,25/02/2026,MANDI044,Sugarcane,Premium,432.46,43.246,43246.0,43.246,Metric Tonne,136,False,False
ARR0000657,19/05/2026,MANDI044,Sugarcane,Local,443.76,44.376,44376.0,443.76,Quintal,42,False,False
ARR0013903,02/04/2026,MANDI044,Sugarcane,Premium,68.89,6.889,6889.0,68.89,Quintal,47,False,False
ARR0017051,12/08/2026,MANDI044,Mustard,Hybrid,413.65,41.365,41365.0,413.65,Quintal,19,False,False
ARR0000677,28/07/2026,MANDI044,Maize,PBW-343,297.61,29.761,29761.0,29.761,Metric Tonne,105,False,False
ARR0006048,01/02/2026,MANDI044,Wheat,HD-2967,96.55,9.655,9655.0,96.55,Quintal,111,False,False
ARR0000415,15/06/2026,MANDI044,Sugarcane,,171.35,17.135,17135.0,17135.0,Kilogram,,False,False
ARR0023913,03/01/2026,MANDI044,Maize,Local,3.1506,0.3151,315.06,315.06,Kilogram,81,False,True
ARR0010697,03/04/2026,MANDI044,Maize,PBW-343,484.06,48.406,48406.0,484.06,Quintal,148,False,False
ARR0003518,19/02/2026,MANDI044,Cotton,Local,283.85,28.385,28385.0,28385.000000000004,Kilogram,89,False,False
ARR0015768,20/04/2026,MANDI044,Wheat,Pusa-1121,52.48,5.248,5248.0,5248.0,Kilogram,,False,False
ARR0000091,16/05/2026,MANDI044,Mustard,,352.26,35.226,35226.0,35226.0,Kilogram,,False,False
ARR0004792,28/07/2026,MANDI044,Sugarcane,Local,184.0,18.4,18400.0,18.4,Metric Tonne,123,False,False
ARR0006003,20/01/2026,MANDI044,Rice,Premium,418.42,41.842,41842.0,41.842,Metric Tonne,80,False,False
ARR0012137,13/01/2026,MANDI044,Mustard,,219.39,21.939,21939.0,21939.0,Kilogram,54,False,False
ARR0022757,17/04/2026,MANDI044,Sugarcane,HD-2967,350.76,35.076,35076.0,350.76,Quintal,40,False,False
ARR0002485,30/01/2026,MANDI044,Maize,Pusa-1121,30.36,3.036,3036.0,3036.0,Kilogram,102,False,False
ARR0016651,22/06/2026,MANDI044,Wheat,Local,326.78,32.678,32678.0,32.678,Metric Tonne,,False,False
ARR0000967,18/05/2026,MANDI044,Sugarcane,Pusa-1121,165.32,16.532,16532.0,165.32,Quintal,,False,False
ARR0016936,26/08/2026,MANDI044,Cotton,Pusa-1121,419.46,41.946,41946.0,41946.0,Kilogram,,False,False
ARR0002824,09/08/2026,MANDI044,Cotton,HD-2967,270.14,27.014,27014.0,270.14,Quintal,89,False,False
ARR0001746,20/03/2026,MANDI044,Paddy,HD-2967,299.42,29.942,29942.0,299.42,Quintal,96,False,False
ARR0016453,15/07/2026,MANDI044,Maize,Pusa-1121,260.76,26.076,26076.0,26076.0,Kilogram,,False,False
ARR0007566,12/04/2026,MANDI044,Sugarcane,HD-2967,485.15,48.515,48515.0,48515.0,Kilogram,98,False,False
ARR0009342,26/07/2026,MANDI044,Mustard,Hybrid,85.06,8.506,8506.0,8506.0,Kilogram,108,False,False
ARR0013251,09/09/2026,MANDI044,Maize,HD-2967,399.47,39.947,39947.0,39.947,Metric Tonne,6,False,False
ARR0009373,27/03/2026,MANDI044,Paddy,Hybrid,159.43,15.943,15943.0,159.43,Quintal,9,False,False
ARR0009273,22/06/2026,MANDI044,Sugarcane,,452.23,45.223,45223.0,45223.0,Kilogram,75,False,False
ARR0019094,21/07/2026,MANDI044,Wheat,Hybrid,179.13,17.913,17913.0,179.13,Quintal,20,False,False
ARR0001403,17/03/2026,MANDI044,Mustard,HD-2967,315.36,31.536,31536.0,31536.0,Kilogram,47,False,False
ARR0008292,15/06/2026,MANDI044,Sugarcane,,11.1,1.11,1110.0,1110.0,Kilogram,104,False,False
ARR0002959,01/03/2026,MANDI044,Wheat,Local,356.15,35.615,35615.0,356.15,Quintal,145,False,False
ARR0018893,24/06/2026,MANDI044,Maize,HD-2967,40.95,4.095,4095.0,40.95,Quintal,30,False,False
ARR0008088,02/02/2026,MANDI044,Mustard,PBW-343,185.55,18.555,18555.0,18555.0,Kilogram,105,False,False
ARR0017127,04/09/2026,MANDI044,Mustard,PBW-343,122.27,12.227,12227.0,122.27,Quintal,,False,False
ARR0003197,19/02/2026,MANDI044,Sugarcane,,95.32,9.532,9532.0,9532.0,Kilogram,110,False,False
ARR0004841,29/03/2026,MANDI044,Maize,Pusa-1121,77.71,7.771,7771.0,77.71,Quintal,,False,False
ARR0002667,25/03/2026,MANDI044,Sugarcane,PBW-343,432.35,43.235,43235.0,432.35,Quintal,55,False,False
ARR0014195,08/03/2026,MANDI044,Sugarcane,,420.59,42.059,42059.0,420.59,Quintal,89,False,False
ARR0016855,26/01/2026,MANDI044,Maize,HD-2967,242.73,24.273,24273.0,242.73,Quintal,33,False,False
ARR0021315,20/03/2026,MANDI044,Wheat,PBW-343,10.13,1.013,1013.0,1013.0000000000001,Kilogram,134,False,False
ARR0024410,05/08/2026,MANDI044,Sugarcane,PBW-343,158.41,15.841,15841.0,15.841,Metric Tonne,113,False,False
ARR0012310,17/02/2026,MANDI044,Maize,HD-2967,17.0,1.7,1700.0,1.7,Metric Tonne,81,False,False
ARR0003715,18/01/2026,MANDI044,Sugarcane,HD-2967,93.64,9.364,9364.0,9364.0,Kilogram,93,False,False
ARR0003090,04/09/2026,MANDI044,Rice,Premium,263.84,26.384,26384.0,26384.0,Kilogram,114,False,False
ARR0023423,19/05/2026,MANDI044,Wheat,Pusa-1121,391.39,39.139,39139.0,391.39,Quintal,101,False,False
ARR0016671,14/01/2026,MANDI044,Maize,Local,455.94,45.594,45594.0,455.94,Quintal,91,False,False
ARR0000896,20/07/2026,MANDI044,Wheat,,67.78,6.778,6778.0,67.78,Quintal,96,False,False
ARR0009760,13/07/2026,MANDI044,Cotton,,268.33,26.833,26833.0,26833.0,Kilogram,127,False,False
ARR0013639,20/03/2026,MANDI044,Paddy,Hybrid,65.53,6.553,6553.0,65.53,Quintal,55,False,False
ARR0000931,04/01/2026,MANDI044,Cotton,Local,177.15,17.715,17715.0,17.715,Metric Tonne,58,False,False
ARR0022588,07/03/2026,MANDI044,Wheat,PBW-343,169.27,16.927,16927.0,169.27,Quintal,29,False,False
ARR0003433,05/03/2026,MANDI044,Paddy,Premium,410.21,41.021,41021.0,41.021,Metric Tonne,74,False,False
ARR0017472,13/04/2026,MANDI044,Cotton,,210.9,21.09,21090.0,210.9,Quintal,113,False,False
ARR0017994,01/08/2026,MANDI044,Mustard,Hybrid,373.71,37.371,37371.0,37371.0,Kilogram,89,False,False
ARR0010498,27/02/2026,MANDI044,Cotton,PBW-343,335.96,33.596,33596.0,33.596,Metric Tonne,129,False,False
ARR0015697,08/05/2026,MANDI044,Mustard,,126.46,12.646,12646.0,126.46,Quintal,21,False,False
ARR0005255,23/02/2026,MANDI044,Wheat,Local,339.88,33.988,33988.0,33988.0,Kilogram,66,False,False
ARR0017257,04/07/2026,MANDI044,Rice,Pusa-1121,435.42,43.542,43542.0,43.542,Metric Tonne,128,False,False
ARR0006680,27/08/2026,MANDI044,Maize,Premium,80.96,8.096,8096.0,80.96,Quintal,130,False,False
ARR0023952,27/05/2026,MANDI044,Maize,Local,160.44,16.044,16044.0,16044.0,Kilogram,125,False,False
ARR0023849,21/01/2026,MANDI044,Mustard,,36.74,3.674,3674.0,36.74,Quintal,120,False,False
ARR0014038,06/09/2026,MANDI044,Sugarcane,Hybrid,253.36,25.336,25336.0,253.36,Quintal,133,False,False
ARR0015530,02/04/2026,MANDI044,Cotton,Hybrid,24.03,2.403,2403.0,2403.0,Kilogram,,False,False
ARR0005706,12/07/2026,MANDI045,Paddy,PBW-343,334.32,33.432,33432.0,334.32,Quintal,25,False,False
ARR0004297,17/06/2026,MANDI045,Wheat,Premium,155.48,15.548,15548.0,15548.0,Kilogram,77,False,False
ARR0024731,03/01/2026,MANDI045,Wheat,Local,218.62,21.862,21862.0,218.62,Quintal,41,False,False
ARR0012883,04/03/2026,MANDI045,Cotton,Hybrid,477.3,47.73,47730.0,477.3,Quintal,127,False,True
ARR0014383,07/01/2026,MANDI045,Maize,PBW-343,19.33,1.933,1933.0,19.33,Quintal,119,False,False
ARR0011749,28/08/2026,MANDI045,Paddy,HD-2967,208.71,20.871,20871.0,20.871,Metric Tonne,47,False,False
ARR0004761,15/05/2026,MANDI045,Cotton,Premium,442.03,44.203,44203.0,44203.0,Kilogram,117,False,False
ARR0024463,14/03/2026,MANDI045,Mustard,Local,370.12,37.012,37012.0,370.12,Quintal,117,False,False
ARR0011622,11/05/2026,MANDI045,Basmati Rice,Pusa-1121,120.06,12.006,12006.0,12.006,Metric Tonne,91,False,False
ARR0003823,08/07/2026,MANDI045,Maize,HD-2967,404.23,40.423,40423.0,40.423,Metric Tonne,124,False,False
ARR0021744,27/05/2026,MANDI045,Cotton,HD-2967,331.69,33.169,33169.0,33169.0,Kilogram,63,False,False
ARR0001171,02/03/2026,MANDI045,Cotton,Hybrid,381.65,38.165,38165.0,381.65,Quintal,87,False,False
ARR0014715,26/01/2026,MANDI045,Rice,Pusa-1121,192.96,19.296,19296.0,19.296,Metric Tonne,,False,False
ARR0023629,04/12/2026,MANDI045,Mustard,Hybrid,73.06,7.306,7306.0,73.06,Quintal,,False,False
ARR0023309,16/01/2026,MANDI045,Maize,Premium,367.07,36.707,36707.0,367.07,Quintal,76,False,False
ARR0012853,01/05/2026,MANDI045,Sugarcane,Local,239.36,23.936,23936.0,23936.0,Kilogram,,False,False
ARR0005008,15/05/2026,MANDI045,Wheat,HD-2967,49.6,4.96,4960.0,4.96,Metric Tonne,,False,False
ARR0018059,27/08/2026,MANDI045,Maize,Pusa-1121,51.96,5.196,5196.0,5196.0,Kilogram,70,False,False
ARR0024645,15/04/2026,MANDI045,Cotton,Premium,176.7,17.67,17670.0,17670.0,Kilogram,47,False,False
ARR0002859,12/07/2026,MANDI045,Cotton,,209.17,20.917,20917.0,20917.0,Kilogram,74,False,False
ARR0012357,08/02/2026,MANDI045,Mustard,HD-2967,392.19,39.219,39219.0,39219.0,Kilogram,,False,False
ARR0001918,19/03/2026,MANDI045,Sugarcane,Local,375.56,37.556,37556.0,375.56,Quintal,17,False,True
ARR0011044,22/03/2026,MANDI045,Maize,Hybrid,223.84,22.384,22384.0,223.84,Quintal,60,False,False
ARR0015343,16/05/2026,MANDI045,Maize,PBW-343,486.12,48.612,48612.0,48612.0,Kilogram,137,False,False
ARR0011866,22/06/2026,MANDI045,Sugarcane,PBW-343,258.57,25.857,25857.0,258.57,Quintal,88,False,False
ARR0004751,19/01/2026,MANDI045,Wheat,Pusa-1121,26.4,2.64,2640.0,26.4,Quintal,53,False,False
ARR0024398,11/03/2026,MANDI045,Rice,Local,251.17,25.117,25117.0,251.17,Quintal,64,False,False
ARR0004129,17/07/2026,MANDI045,Maize,Local,93.29,9.329,9329.0,9329.0,Kilogram,142,False,False
ARR0001546,06/02/2026,MANDI045,Mustard,Hybrid,19.36,1.936,1936.0,1936.0,Kilogram,108,False,False
ARR0001475,22/06/2026,MANDI045,Sugarcane,PBW-343,43.39,4.339,4339.0,43.39,Quintal,68,False,False
