sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent
SEN045,2026-09-05 07:13:33 IST,86.7,Fahrenheit,49.1,MM,57
SEN033,2026-02-05 12:29:12 IST,75.7,F,34.8,MM,55
SEN007,2026-06-06 13:40:13 UTC,21.9,�C,0.59,in,87
UNKNOWN,2026-02-10T01:44:16,32.9,�C,19.7,mm,
SEN034,,72.7,Fahrenheit,16.5,millimeters,81
SEN039,05-27-2026 03:59 PM,102.9,F,16.3,millimeters,66
SEN034,2026-02-06 13:32:48 UTC,36.5,C,7.7,MM,38
SEN035,2026-06-18 18:55:53 UTC,26.2,c,12,mm,49
SEN023,,26.5,�C,NA,,72
SEN025,2026-05-05 06:01:10 IST,36.5,C,0.54,inches,
SEN044,2026-03-23 03:07:31 IST,87.3,f,45.9,mm,83
SEN005,2026-01-16 10:11:28 IST,38.0�C,,17.3,millimeters,83
SEN026,2026-02-12 11:40:31 IST,24.7,Celsius,1,millimeters,66
SEN047,2026-07-24 16:18:37 UTC,38.3,c,24.5,mm,94
SEN009,,101.8,F,NA,,48
SEN045,2026-02-06 16:40:25 IST,19,c,49.7,millimeters,83
SEN007,2026-03-20 05:38:21,102.2,�F,0.62,in,74
SEN012,2026-01-10 23:09:59 UTC,19.6,Celsius,1.3,mm,95
SEN029,2026-01-30 03:13:07 IST,27.5�C,,0.94,in,
SEN002,2026-08-15 23:07:12 UTC,26.5,�C,40.1,MM,64
SEN006,2026-01-30 01:58:09 UTC,95.7,F,44.7,millimeters,54
SEN032,2026-01-24 11:53:21 IST,61.2,f,13.9,millimeters,
UNKNOWN,2026-08-13 03:26:06 IST,71.2,f,28.1,mm,71
SEN033,2026-08-01 14:30:37,37.9�C,,18,mm,30
SEN032,14/01/2026,39.6,C,-2.4,mm,47
SEN025,05-10-2026 04:39 AM,18.6,C,-39.4,mm,58
SEN048,2026-09-02 04:43:35 UTC,74.5,Fahrenheit,0.15,inch,43
SEN038,2026-09-08 06:50:32 UTC,95,Fahrenheit,0.33,in,45
SEN004,2026-02-16 08:44:58 UTC,25.4,C,0.4,MM,74
SEN049,2026-09-03 00:21:32 IST,34.7,C,NA,,66
SEN017,2026-08-06 22:57:22 IST,22.8,C,16.2,millimeters,88
SEN005,2026-06-19 01:02:25 UTC,27.9,c,47.6,MM,39
SEN028,2026-08-09 19:51:11 UTC,72.1,�F,31.7,MM,79
SEN027,2026-09-06 01:40:38 UTC,37.4�C,,30.7,MM,65
SEN012,05-06-2026 11:05 AM,30.6,�C,29.9,mm,35
SEN028,2026-06-04 12:17:13 UTC,91.8,�F,22.5,millimeters,83
SEN026,2026-05-09 00:52:22 UTC,16.4,�C,-26.1,mm,
SEN037,2026-04-24 02:51:55,67.6,f,NA,,
UNKNOWN,2026-04-18 13:17:56 IST,24.7,�C,38.6,mm,64
SEN023,2026-07-21 04:47:09 UTC,39.5,�C,1.59,inches,46
UNKNOWN,2026-05-28 03:55:47 UTC,87.4,�F,48.9,MM,61
SEN047,2026-08-23 01:27:37 IST,27.2,�C,8,millimeters,61
SEN030,2026-02-04 09:37:48 UTC,37.8,c,1.55,inch,
SEN041,2026-03-23 22:05:50 IST,90.7,Fahrenheit,41.2,MM,94
SEN039,2026-04-06 19:55:53 UTC,28.9,C,47.6,mm,71
SEN026,27/07/2026,90.7,�F,0.93,inches,70
SEN001,2026-05-20 18:37:57 UTC,31.4,Celsius,45,mm,64
SEN041,,39.4�C,,34.6,mm,34
SEN046,2026-03-20T02:24:32,65.8,�F,-39.7,mm,52
SEN007,2026-04-21 12:17:15 IST,32.7�C,,35.7,MM,78
SEN040,02-08-2026 03:21 AM,102,F,26.2,MM,42
SEN007,2026-06-25T18:39:19,39,C,30.7,MM,53
SEN016,2026-07-16 10:11:03 IST,30,C,43.9,mm,72
SEN008,2026-01-24 22:05:46 UTC,18.8�C,,39.4,MM,54
SEN018,2026-05-27 20:06:01 UTC,15.6,C,49,millimeters,78
SEN040,2026-08-05 04:56:53 IST,72.1,f,1.07,inch,43
SEN048,2026-01-24 15:22:40 IST,25.9,Celsius,0.83,inch,47
SEN039,23/07/2026 17:07,79.2,�F,23.7,mm,70
SEN050,2026-08-21 01:37:58 IST,26.7,C,25,millimeters,39
SEN037,2026-04-20 15:51:20 IST,20.1,�C,37.2,MM,77
SEN005,2026-06-05 23:01:58 IST,33.9,Celsius,30.9,mm,42
SEN039,2026-08-20 03:52:31 IST,32.5,c,-47.8,mm,53
SEN023,2026-08-06 21:26:55 IST,76.6,�F,49.2,millimeters,38
SEN025,,35.4,C,1.69,in,72
SEN007,2026-03-24 04:18:15 UTC,93.6,Fahrenheit,31.2,mm,81
SEN001,,62.6,�F,3.9,mm,
SEN025,2026-03-03 12:35:39 IST,35,C,38.1,mm,61
SEN034,2026-01-14 19:11:18 UTC,19.5,C,-10.6,mm,86
SEN016,2026-09-05 02:16:12 UTC,31,Celsius,0.6,in,75
SEN019,2026-06-26 20:21:59 IST,70.3,f,26.5,MM,
UNKNOWN,2026-04-24 15:54:47 IST,34.3�C,,-49.6,mm,
SEN010,2026-04-15 15:27:04 UTC,16.7,C,39.5,MM,47
SEN026,2026-03-10 10:58:14 UTC,89.2,Fahrenheit,9.9,millimeters,94
SEN044,2026-07-26T21:08:17,21.6,c,42.8,mm,69
SEN045,2026-04-09 20:52:23 IST,93.9,Fahrenheit,2.4,millimeters,88
SEN022,2026-03-20 21:08:09,30.9�C,,NA,,73
SEN045,17/01/2026,20.3,C,49.6,millimeters,56
SEN019,2026-07-14 16:47:19 UTC,36.4,�C,13.4,mm,66
SEN031,2026-03-08 18:35:21 IST,32.1,C,30.7,MM,54
SEN010,2026-01-27 15:36:04 IST,18.6,Celsius,0.89,in,56
SEN046,,30.3,�C,30,mm,76
SEN028,2026-09-08 11:03:23 IST,38.2,c,NA,,77
UNKNOWN,07-10-2026 05:40 AM,74.7,Fahrenheit,4.5,mm,
SEN028,2026-04-18 16:55:26,23.2,Celsius,0.85,inches,
SEN045,2026-08-01 02:40:24 UTC,29.5,Celsius,15.9,MM,83
SEN015,2026-05-11 07:37:02 IST,32.3,C,1.97,inch,41
SEN050,2026-03-05 05:01:10 IST,25.5,�C,0.05,in,38
SEN028,2026-04-01 21:59:28 IST,32.5,C,38.7,millimeters,71
SEN008,2026-05-29 03:40:02 UTC,59,F,0.42,in,79
SEN046,2026-06-04 15:09:46 UTC,59,Fahrenheit,20.8,MM,30
SEN025,,22.0�C,,1.18,inches,63
SEN037,2026-02-10 00:33:21 UTC,75.4,�F,2,mm,30
SEN008,2026-08-18 22:19:49 UTC,28.8,�C,13.6,MM,
SEN016,2026-03-25 03:31:19 UTC,64.2,Fahrenheit,0.48,inch,30
SEN012,2026-08-27 08:29:09 IST,16,C,9.6,MM,37
UNKNOWN,2026-02-26 15:05:16,36.1,C,0.63,in,31
SEN025,,22.5,c,1.21,inches,48
SEN041,2026-08-22 00:08:27 UTC,22.1�C,,33.9,MM,
SEN017,2026-01-11 07:30:00 UTC,72.1,f,1.66,inches,81
SEN007,2026-06-15 08:16:53 IST,22.5,c,40.6,MM,40
SEN031,2026-01-21 07:54:48 UTC,18.5,C,0.85,inch,60
SEN025,2026-04-24 08:58:43 IST,61.3,�F,30.1,millimeters,
SEN037,2026-02-22 08:34:42 UTC,60.3,f,0.63,in,84
SEN035,,30.5,�C,22.2,millimeters,50
SEN010,2026-05-05 10:15:07,80.4,F,1.02,inches,32
SEN032,2026-01-11 00:24:28 UTC,82.9,�F,0.54,in,67
SEN009,2026-07-26 07:35:15,98.4,�F,45.1,mm,78
SEN027,2026-08-07 22:22:24 UTC,65.3,f,24.5,mm,57
UNKNOWN,2026-03-04 03:46:27 IST,59.9,f,16.2,MM,81
SEN047,2026-02-27 00:49:05 IST,29.3,Celsius,5.3,millimeters,46
SEN036,,95.9,f,13.2,mm,82
SEN042,2026-06-16 00:51:33 IST,79,F,0.21,inches,66
SEN050,2026-02-15 22:57:27 UTC,38.9,�C,0.93,in,84
UNKNOWN,2026-08-22 07:36:53 UTC,29.9�C,,1,in,61
SEN040,2026-01-12 18:50:32 UTC,99.1,�F,23.6,millimeters,65
SEN010,2026-07-24 17:21:44 IST,20.1,c,36.8,millimeters,58
SEN009,2026-02-18 04:11:12 UTC,30.3,c,38.5,MM,69
SEN039,2026-07-25 23:15:38 UTC,23.7,C,3.5,millimeters,
SEN027,2026-04-07 06:49:54 IST,66.9,Fahrenheit,42.6,MM,83
SEN001,2026-01-14 08:36:28 UTC,66.2,f,38.8,mm,60
SEN002,2026-04-09 18:16:50 IST,33.7,Celsius,33.2,millimeters,76
SEN010,2026-04-06 12:26:23 IST,27.4�C,,13.2,millimeters,
SEN018,,31.5,C,46,MM,54
SEN029,,31.9�C,,15.5,millimeters,
SEN022,2026-04-13 04:53:44 IST,61,Fahrenheit,4.1,mm,90
SEN010,2026-06-21 21:10:44 UTC,24.4,�C,0.82,in,52
SEN018,2026-09-01 07:45:11 IST,28.6,c,11.7,mm,95
SEN025,2026-02-28 00:06:33 UTC,23.1,C,27.9,mm,
SEN002,2026-03-05 05:21:51 UTC,34,�C,1.55,inches,52
SEN002,2026-02-27 19:20:37 UTC,31.4,C,0.8,inches,90
SEN011,2026-06-07 17:28:55 UTC,31.5,�C,19.3,MM,
SEN016,2026-06-12 20:13:42 IST,26.4,C,2.3,mm,87
SEN024,2026-01-26 14:34:02 UTC,61.2,Fahrenheit,23.4,mm,75
SEN048,2026-06-04 14:07:51 UTC,24.1,c,31.5,millimeters,82
SEN045,2026-04-22 19:35:37 IST,23.4�C,,0.75,inches,75
SEN045,2026-06-01 14:25:46 UTC,78.6,F,3.2,MM,59
SEN019,2026-07-02 00:23:08 IST,100.6,Fahrenheit,3.5,millimeters,62
SEN037,2026-04-13 12:01:57 IST,93.9,f,1.7,inches,38
SEN021,2026-05-30 21:57:22 IST,99,�F,10.4,mm,30
SEN018,2026-05-08 21:06:14 IST,21.5,Celsius,7.6,mm,70
SEN006,,39.5,C,49,millimeters,94
SEN016,2026-07-13 04:31:24 IST,37.7�C,,0.95,inches,64
SEN020,2026-03-31 05:53:59,32.7,Celsius,0.74,inches,35
SEN001,2026-03-18 05:44:02 UTC,92.3,Fahrenheit,35.6,MM,73
SEN026,,32,�C,-15.2,mm,40
SEN039,2026-02-25 04:07:49 UTC,36.8�C,,9.6,mm,84
SEN024,,37.3,C,0.31,inches,39
SEN038,2026-06-18 06:00:06 IST,32.2�C,,1.43,in,94
SEN043,2026-04-18 23:43:07 IST,73.4,�F,0.48,inches,59
SEN046,,95.4,�F,1.67,inch,52
SEN028,2026-06-12 02:05:33 UTC,22.8�C,,0.54,in,56
SEN034,2026-04-03 20:41:59 UTC,29.3,C,30.2,mm,55
SEN020,2026-07-12 19:52:01 IST,74.5,Fahrenheit,0.53,inches,53
SEN035,09-Aug-2026 17:25:27,24.7,�C,44,mm,64
SEN027,2026-07-23 03:08:50 IST,26.8�C,,39,MM,
SEN003,2026-09-02 14:16:42 IST,33.1,C,-27.5,mm,47
SEN014,2026-03-03 21:38:57 UTC,94.6,�F,20.8,mm,35
SEN028,2026-02-23 04:27:11 UTC,90.9,F,0.38,inches,95
SEN040,2026-05-12 17:04:35 UTC,85.8,f,44.3,mm,51
SEN047,,21,�C,0.39,inches,50
SEN021,,37.3�C,,NA,,43
SEN025,2026-05-06 23:51:12 IST,15.2,C,45.6,millimeters,70
SEN027,2026-08-01 08:47:41 UTC,86.9,�F,NA,,35
SEN048,2026-07-25T02:45:14,86.5,�F,0.45,inch,37
SEN017,2026-01-29 09:03:55 IST,32.5�C,,30,mm,35
SEN023,02/07/2026 09:06,18.5,C,-49.4,mm,
SEN019,2026-08-26 04:05:17 UTC,64.8,F,42.1,millimeters,81
UNKNOWN,2026-08-31 06:31:07 UTC,77.4,f,11.5,millimeters,73
SEN009,2026-01-19 16:19:50 IST,15.1�C,,36.1,mm,44
SEN050,2026-07-25 20:32:13 UTC,22.9,C,48.3,mm,84
SEN029,2026-07-22 14:53:34 IST,31.7,c,18.7,millimeters,72
SEN009,,98.1,F,26.1,millimeters,43
SEN042,2026-01-06 18:47:15,18.6,�C,39.3,millimeters,90
SEN044,2026-07-01 08:17:35 UTC,82,f,49.2,mm,30
SEN035,2026-06-04 11:55:21 IST,90.9,F,10.6,mm,48
SEN031,2026-06-24 18:12:26 UTC,20.3,C,23.3,millimeters,46
SEN034,2026-09-04 11:14:21 IST,89.6,Fahrenheit,26.3,millimeters,89
SEN033,2026-08-08 04:18:59 UTC,75.9,�F,NA,,40
SEN048,2026-03-08 03:58:39 IST,28.3�C,,23.7,millimeters,38
SEN045,2026-08-10 07:13:59 UTC,101.3,Fahrenheit,1.81,inch,66
SEN003,,38.9,�C,0.01,inch,35
SEN013,2026-06-30 21:26:21 UTC,32.8,�C,-42.7,mm,
UNKNOWN,2026-02-28 12:10:47 IST,88.9,F,0.46,in,54
SEN049,2026-07-23T11:50:34,61.9,Fahrenheit,40,millimeters,69
SEN048,2026-07-07 20:04:51 IST,81.1,Fahrenheit,1.89,in,67
SEN042,2026-06-19 10:37:14 IST,28.1,C,41.7,millimeters,41
SEN023,2026-07-09 14:49:39 IST,67.8,Fahrenheit,14.6,millimeters,88
SEN036,,22.3�C,,9.5,mm,92
SEN045,2026-02-24 00:43:34,31.7,c,30.5,MM,66
SEN035,,73.4,Fahrenheit,0.99,inches,59
SEN035,21/05/2026 21:32,25.1,C,3.3,millimeters,76
SEN046,2026-01-18 16:24:34 IST,73.4,F,0.68,inches,49
SEN018,2026-08-11 15:01:49 IST,103.6,�F,-46.4,mm,87
SEN036,2026-05-11 19:55:56 IST,20.2,C,45.6,MM,
UNKNOWN,2026-05-18 04:12:57 IST,16.5�C,,0.26,in,67
SEN004,2026-06-21 02:21:41 UTC,30.6,c,2.9,mm,36
SEN046,,64.8,f,12.4,millimeters,42
SEN009,2026-08-28 02:28:46 IST,102.2,�F,15.1,MM,77
SEN003,2026-04-25 04:23:24 IST,102.7,Fahrenheit,14.8,mm,81
SEN031,2026-06-05 19:12:31 UTC,97.5,�F,47.4,millimeters,37
SEN048,2026-02-28 11:48:06 UTC,16.3�C,,21.1,millimeters,
SEN027,2026-01-01 00:35:27 UTC,15.8,�C,-27.5,mm,69
SEN040,01-03-2026 10:36 AM,21.5,Celsius,1.8,millimeters,47
SEN039,2026-03-03 13:11:59 IST,39.7,Celsius,1.89,in,45
SEN019,2026-02-23 19:43:26 UTC,17.1,Celsius,36.5,MM,94
SEN045,03-22-2026 12:20 PM,88,f,0.87,inches,79
SEN008,2026-02-11 06:06:50 UTC,20.6�C,,0.31,in,52
SEN014,2026-05-13 08:48:15,82.2,f,47.5,millimeters,53
SEN022,2026-08-29 20:24:01 IST,19.6�C,,NA,,81
SEN002,2026-05-14 18:42:41 IST,28.2,C,1.85,inch,55
SEN035,2026-08-07 09:47:23,26.9,C,NA,,
SEN043,2026-05-03 06:48:48 UTC,39.0�C,,-9.4,mm,64
SEN026,2026-03-31 04:05:30 IST,59.5,F,5.5,MM,60
SEN009,2026-02-24 21:29:01 IST,98.4,F,36.1,MM,
SEN011,2026-05-27 22:53:08 IST,67.1,�F,43.5,mm,
SEN006,2026-01-25 06:43:20 IST,38.4,C,30.1,MM,55
SEN008,20-Feb-2026 08:23:01,18,c,16.7,MM,63
SEN010,2026-07-28 08:15:23 IST,32.5�C,,1.41,in,78
SEN038,,31.8,c,0.69,inches,81
SEN025,2026-05-12 19:13:47,32.2,C,35.5,millimeters,69
SEN041,2026-01-07 19:38:31 UTC,19,c,16.4,millimeters,46
SEN009,2026-04-15 01:39:23 IST,75.9,�F,-44.7,mm,64
SEN034,2026-01-12 09:48:50 IST,66,F,NA,,67
SEN047,,31.9,�C,0.39,inches,45
SEN029,2026-06-24 14:25:05 UTC,74.8,Fahrenheit,44.3,mm,70
SEN013,2026-01-19 17:11:06 IST,16.5,�C,42.6,MM,
SEN013,04/07/2026 01:24,29.7,C,16.5,millimeters,60
SEN004,06-26-2026 06:29 AM,20,C,-6.4,mm,37
SEN013,10/08/2026 10:12,32.6,Celsius,-46,mm,79
SEN015,2026-03-22 04:08:01 UTC,79.3,f,22.1,millimeters,46
SEN031,2026-01-12 01:36:38 IST,31.2,C,42.5,mm,37
SEN022,2026-04-22 07:20:57 UTC,68.9,f,15.6,mm,61
SEN041,2026-03-05 17:44:18 UTC,38.0�C,,0.99,inch,89
SEN033,2026-06-29 15:57:46 IST,74.8,f,34.9,mm,49
SEN010,2026-06-17T12:34:46,32.4,Celsius,1.67,inch,93
SEN021,16-May-2026 18:49:51,98.2,F,0.55,inches,61
SEN045,2026-05-03 15:48:41 UTC,34.3,c,-4.9,mm,
SEN011,2026-02-06 05:41:58 UTC,62.4,f,1.33,in,83
SEN039,2026-05-14 12:26:56 IST,33.8,c,32.8,MM,85
SEN008,2026-06-20 15:18:11 IST,17.5�C,,4.7,mm,
SEN022,2026-06-08 18:10:06 IST,73.6,�F,4.7,millimeters,49
SEN030,2026-01-22 01:04:07 IST,38.7�C,,12,millimeters,87
SEN034,21/03/2026 03:26,35.6�C,,NA,,30
SEN021,2026-01-06 00:46:39 IST,21.0�C,,41.9,millimeters,64
SEN006,2026-07-05 10:16:15 IST,35.6,�C,10.5,MM,40
SEN015,2026-06-25 09:29:32,65.7,�F,39.2,mm,53
SEN034,2026-02-01 08:34:48 UTC,62.8,�F,1.75,in,74
SEN011,2026-06-16 13:09:10 UTC,93.6,Fahrenheit,24.4,millimeters,
SEN031,,24.8�C,,21.5,MM,44
SEN040,2026-07-11 23:43:39 UTC,17.6,�C,35.5,millimeters,
SEN017,,26.0�C,,31.7,millimeters,52
SEN012,2026-07-29 21:18:45 IST,69.6,F,41.1,MM,32
SEN028,2026-03-27 01:47:38 UTC,83.5,f,45.8,MM,76
SEN050,2026-03-02 08:44:13 UTC,32.6�C,,16.7,mm,68
SEN047,,80.4,f,20.9,MM,55
SEN045,2026-08-14 12:06:37 UTC,91.2,Fahrenheit,34.7,MM,77
SEN027,07/03/2026,93.4,Fahrenheit,36.8,millimeters,84
SEN031,08/02/2026,28.4,C,26.2,millimeters,
SEN023,2026-05-23 23:52:04 IST,30.5,C,8.2,mm,38
SEN044,,88.9,f,-33.7,mm,
SEN048,2026-06-07 15:57:08 IST,21.7,�C,30.8,mm,89
SEN005,2026-03-22 01:43:29 IST,73.9,Fahrenheit,22.9,mm,60
SEN007,2026-09-06 08:30:06 UTC,23.6,�C,22.2,millimeters,
SEN021,2026-09-03T09:30:00,93.9,f,0.4,mm,94
SEN013,2026-07-05 14:59:45 UTC,79.5,�F,NA,,41
SEN001,2026-07-12 04:24:50 IST,19.9�C,,0.39,inches,
SEN010,2026-02-26 22:03:24 IST,39.2�C,,7.8,millimeters,32
SEN027,08-06-2026 11:52 PM,74.5,f,17.3,MM,81
SEN019,24-Jul-2026 16:38:28,19.9,Celsius,27.5,millimeters,44
SEN036,2026-08-03 04:04:49 IST,29.4�C,,16.8,mm,82
SEN020,2026-04-15 11:40:38 UTC,39.0�C,,40.6,millimeters,53
SEN001,2026-05-14 13:42:38 UTC,28,�C,1.89,inch,
SEN021,2026-06-23 23:14:43 IST,37.7�C,,34.1,MM,93
SEN023,2026-05-26 10:53:28 UTC,82.9,Fahrenheit,12.7,MM,76
SEN019,2026-09-05 20:47:14 UTC,18.8,Celsius,-25.9,mm,50
SEN007,08-18-2026 08:08 PM,25.8,C,47.4,millimeters,64
SEN020,2026-04-24 22:43:15 UTC,28.7,C,18,MM,30
SEN015,2026-07-16 08:17:03 IST,73.2,f,39.1,MM,76
SEN024,,26,c,-28.1,mm,75
SEN042,2026-06-17 03:54:54 UTC,23.5,C,6.7,MM,
SEN039,,92.8,F,-28.7,mm,30
SEN036,2026-02-16 09:17:39 UTC,15,C,0.29,in,67
SEN049,2026-06-11 22:41:51 IST,27.2,C,37,mm,
SEN003,2026-03-14 20:36:15 IST,96.3,F,40.8,mm,41
SEN044,05-25-2026 07:19 PM,93.2,�F,40.6,millimeters,47
SEN049,2026-05-09 01:54:59 IST,25.7,c,4,millimeters,79
SEN023,2026-04-01 19:28:33 IST,15.7,C,35.6,MM,62
SEN020,2026-04-09 03:36:28 IST,37.9,c,16.5,MM,66
SEN037,2026-02-01 09:54:12 IST,98.6,f,27.9,mm,72
SEN008,2026-04-07 02:48:58 UTC,31.3�C,,6.2,millimeters,54
SEN016,,28.4,�C,44,mm,83
SEN009,2026-01-28 09:42:07 UTC,19.9,Celsius,36.5,MM,72
SEN036,07/05/2026 17:57,17.1�C,,42.8,MM,66
SEN029,2026-05-10 20:01:53 IST,91.9,f,1.73,inch,82
SEN010,2026-06-11 09:24:33 UTC,64.2,f,7.2,millimeters,44
SEN038,2026-07-13T16:53:33,83.1,F,NA,,82
SEN012,2026-03-29 22:20:56 UTC,90.5,�F,27.2,mm,42
SEN018,,70.5,f,39,millimeters,62
SEN028,2026-01-17 08:44:52 IST,33.6,c,48.5,MM,78
SEN003,2026-01-07T12:56:32,38.7�C,,-15,mm,83
SEN034,2026-03-17T02:45:40,23.4,C,37.8,millimeters,93
SEN022,2026-06-01 09:09:20 IST,37.2,�C,27,millimeters,64
SEN039,2026-05-30 11:44:22 UTC,27.4,Celsius,41.2,MM,90
SEN033,2026-09-05 21:31:49 IST,16.2�C,,2.3,millimeters,52
SEN025,,31.8,�C,-12.6,mm,45
SEN042,2026-02-05 08:23:22 UTC,28.2,c,1.82,inches,69
SEN008,2026-05-15 07:59:22 IST,30.3,C,-37.5,mm,84
SEN029,2026-02-26 19:05:13 UTC,32.6,c,0.2,in,34
SEN039,2026-02-10 00:49:15 UTC,34.3,C,19.9,millimeters,39
SEN039,2026-07-28 16:16:48 UTC,29.7,c,18,MM,71
SEN043,27/05/2026 20:08,38.6,c,47.3,mm,88
SEN026,2026-03-16 16:01:49 UTC,68.2,f,0.43,in,61
SEN020,2026-06-16 20:09:53 UTC,31.1�C,,13.9,mm,
SEN023,,21.3,�C,-34.3,mm,
SEN048,22-Jan-2026 10:29:22,75.6,Fahrenheit,27.7,millimeters,67
SEN020,2026-01-14 14:42:53 IST,25.7,C,1.84,inch,56
SEN029,2026-07-14 15:38:49 IST,17.2�C,,-24.3,mm,78
SEN034,23/07/2026,84,�F,48.2,millimeters,51
SEN008,2026-07-06 06:45:51 IST,70.7,f,0.33,inches,55
SEN005,,25.5,Celsius,19,millimeters,83
SEN030,2026-07-12 17:03:07 IST,36.3�C,,33.2,millimeters,84
UNKNOWN,2026-07-31 14:18:56 UTC,94.5,Fahrenheit,34.6,millimeters,51
SEN015,2026-04-03 01:21:19 UTC,87.6,F,NA,,69
SEN044,,21,Celsius,11,millimeters,83
SEN022,2026-08-29 00:09:29 UTC,83.5,f,1.4,inches,70
SEN046,09/03/2026 14:48,93.6,Fahrenheit,7,mm,48
SEN022,2026-04-10 08:13:38 UTC,17,C,34.7,MM,36
SEN004,2026-03-24 00:46:26 IST,97.7,�F,0.8,inches,
SEN028,2026-03-30 10:42:02 UTC,19.1,c,0.03,inches,37
SEN022,,39.2,c,1.21,inches,66
SEN001,2026-05-26 12:06:55 UTC,78.4,f,0.48,inches,72
SEN011,01-07-2026 05:26 AM,34.1�C,,1.57,inches,61
SEN023,2026-01-10 16:34:45 UTC,39.9,C,19.9,millimeters,61
SEN012,2026-03-18 03:27:30 UTC,37.1,c,42.8,millimeters,93
SEN021,2026-01-26 20:10:17 IST,24.9�C,,0.63,in,42
SEN045,2026-01-13 18:18:50 IST,31.5,C,31.3,MM,30
SEN044,2026-06-04 07:44:45 UTC,29.7,c,22.2,millimeters,
SEN006,2026-01-24 01:06:57 UTC,62.6,f,0.95,inch,62
SEN019,2026-01-04 20:04:21 IST,36.2,c,1.5,inch,
SEN019,2026-02-10 01:21:34 UTC,101.7,�F,45.3,mm,35
SEN003,2026-05-07 03:19:01 IST,95.9,f,33.5,mm,47
SEN004,2026-05-16 02:22:30,96.8,Fahrenheit,13.8,MM,39
SEN022,2026-03-30 10:08:32 IST,18.4�C,,13.2,mm,72
SEN043,2026-05-27 21:13:32,84.4,�F,8.8,mm,42
SEN018,01-25-2026 09:33 AM,36.2,C,30.4,millimeters,71
SEN005,2026-06-13 08:37:48 UTC,82.6,f,30.1,mm,63
SEN032,,25.7,�C,NA,,51
SEN022,2026-07-25 22:47:51 UTC,34.5,C,38.4,MM,58
SEN016,14-Jun-2026 09:36:46,36.5,c,-18.2,mm,82
SEN008,2026-07-21 09:57:08,79.9,�F,0.87,in,45
SEN020,2026-01-02 20:24:18 IST,84.6,Fahrenheit,10.3,mm,94
SEN013,2026-01-03T02:47:10,21.8,c,0.41,inch,67
SEN032,2026-06-18 19:54:13 IST,29.4,Celsius,24.1,mm,59
SEN040,2026-07-19 10:19:39 UTC,18.8,Celsius,1.71,inch,73
SEN025,,82.2,F,0.17,inch,95
UNKNOWN,2026-08-22 14:58:14 UTC,24.2,�C,28.4,MM,50
SEN029,2026-03-09 03:19:01 IST,30.7�C,,40.9,mm,59
SEN022,2026-04-13 00:19:28 UTC,23.2�C,,-4.3,mm,59
SEN042,2026-05-08 03:53:46 UTC,28.5,�C,26.9,millimeters,57
SEN004,,17.7,�C,0.1,in,
SEN013,2026-08-21 12:43:11 UTC,37.6,C,-38.3,mm,85
SEN007,2026-03-27 00:58:00,29.8,c,2.6,MM,34
SEN013,2026-07-23 16:02:28 UTC,87.1,�F,0.64,inches,
SEN006,2026-01-17 13:55:43 UTC,102.4,f,32.6,MM,
SEN037,2026-05-15 02:34:37 IST,32.3,c,1.3,millimeters,32
SEN049,2026-02-06 19:36:40 UTC,91.8,Fahrenheit,1.76,inches,86
SEN023,2026-02-16 10:30:13 UTC,37.4�C,,12.3,MM,
SEN035,2026-04-11 19:19:35 UTC,103.3,Fahrenheit,26.8,mm,64
SEN008,2026-06-01 19:20:19 UTC,89.6,Fahrenheit,NA,,60
SEN030,2026-05-02 01:16:14 UTC,19.6,c,40,MM,43
SEN039,2026-08-08 07:52:50 IST,30.5,C,34.4,mm,78
SEN008,,28.5�C,,-47.8,mm,93
SEN007,2026-08-19 13:05:26 UTC,69.1,f,22.6,millimeters,62
SEN016,2026-01-03 08:10:12 IST,74.1,f,-8.1,mm,
SEN043,2026-06-04 14:00:39 UTC,33.5,c,1.6,in,90
SEN008,2026-08-29 10:29:03 IST,20.6,C,1.06,in,93
SEN046,2026-01-13 14:56:50 IST,28.8,c,31.7,mm,78
SEN012,,102.9,F,33.2,millimeters,79
SEN003,10-May-2026 09:21:15,76.3,Fahrenheit,40.3,millimeters,83
SEN041,03-16-2026 03:10 AM,19.9,Celsius,37.5,mm,33
SEN004,2026-02-26 13:39:44 IST,77,�F,36.9,millimeters,58
SEN042,,94.8,f,40.9,mm,44
SEN008,2026-05-19 13:06:58 UTC,60.1,f,1.59,inch,
SEN013,2026-08-18 22:27:55 UTC,38.1�C,,14.5,mm,70
SEN044,05-16-2026 08:45 PM,34.5�C,,4.4,mm,49
SEN012,2026-06-03 08:14:00 IST,32.6,�C,0.5,in,59
SEN027,2026-07-06 09:40:22 UTC,34.5,c,4.6,millimeters,95
SEN009,2026-05-23 12:00:21 IST,24.9�C,,1.52,inches,49
SEN026,2026-04-21 09:31:32 IST,90,�F,1.74,inches,49
SEN042,2026-01-30 01:59:40 UTC,20.6�C,,0.2,in,59
SEN027,,26.1,�C,49.8,mm,76
SEN015,2026-01-27 08:05:25 UTC,90,F,9.3,mm,30
SEN046,23/07/2026 12:41,73.2,F,1.37,in,63
SEN011,19/03/2026 23:41,38.9�C,,44,MM,70
SEN028,2026-02-09 15:05:52 IST,16.5,Celsius,6.3,millimeters,55
UNKNOWN,2026-03-19 07:14:38 UTC,30.3,c,20.9,mm,
SEN017,,73.4,F,26.3,millimeters,76
